STATION,STATION_NAME,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19641201,0,8636,0,27,10,31,3,1,0,132,127,274,207,39,-250,-51,-140,-96
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650101,0,9468,0,24,16,30,1,0,0,48,127,120,267,50,-306,-73,-172,-122
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650201,0,8272,0,21,15,27,4,1,0,234,330,404,297,61,-333,-53,-172,-112
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650301,0,7840,0,21,6,31,8,2,1,411,686,1206,940,33,-228,-28,-112,-70
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650401,0,3857,0,0,0,14,9,3,0,198,203,895,51,244,-33,98,11,54
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650501,111,1198,0,0,0,0,10,4,2,607,0,1995,0,294,6,205,91,148
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650601,379,119,0,0,0,0,5,3,2,325,0,1018,0,311,89,246,137,192
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650701,989,41,2,0,0,0,5,4,2,384,0,1191,0,350,100,271,156,214
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650801,864,236,4,0,0,0,7,2,1,404,0,1027,0,350,61,260,146,203
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19650901,40,2065,0,0,0,1,12,5,0,208,0,1246,0,289,-28,158,73,115
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19651001,54,2516,0,0,0,9,3,0,0,109,0,229,0,272,-50,166,41,104
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19651101,0,5315,0,4,0,24,3,2,0,229,25,505,41,200,-133,55,-43,6
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19651201,0,6361,0,12,1,28,3,0,0,117,25,313,31,83,-189,13,-58,-22
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660101,0,10615,0,29,24,31,2,0,0,107,203,242,304,28,-333,-109,-210,-159
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660201,0,7566,0,19,11,25,2,1,1,274,152,394,173,111,-261,-37,-138,-87
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660301,0,5023,0,5,0,23,4,2,1,300,330,630,361,217,-144,73,-31,21
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660401,0,3792,0,0,0,13,3,0,0,56,0,226,10,200,-56,104,10,57
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660501,59,2014,1,0,0,4,7,0,0,86,0,372,0,322,-28,187,53,120
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660601,815,239,4,0,0,0,9,2,0,226,0,892,0,344,78,265,139,202
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660701,2030,0,15,0,0,0,5,2,0,249,0,627,0,372,122,310,187,248
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660801,796,236,3,0,0,0,6,3,3,315,0,1119,0,339,94,260,142,201
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19660901,277,1049,0,0,0,0,5,1,0,224,0,430,0,306,6,218,96,157
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19661001,17,3023,0,0,0,11,4,2,2,480,0,897,5,289,-50,150,22,86
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19661101,0,5818,0,10,1,27,2,0,0,38,51,99,86,139,-200,33,-54,-11
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19661201,0,8069,0,25,6,31,3,0,0,81,178,260,323,56,-228,-38,-117,-77
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670101,0,8676,0,22,11,31,10,1,1,307,559,923,899,50,-350,-41,-153,-97
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670201,0,8742,0,20,15,28,4,1,0,221,762,404,602,39,-306,-66,-193,-129
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670301,12,6070,0,12,3,23,5,0,0,71,584,243,67,267,-233,31,-56,-12
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670401,0,3369,0,0,0,13,6,4,1,310,0,1034,6,206,-50,120,21,71
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670501,93,2279,0,0,0,7,3,0,0,74,0,156,8,294,-78,176,49,112
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670601,494,175,0,0,0,0,15,6,2,353,0,1913,0,306,89,244,144,194
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670701,860,212,2,0,0,0,2,1,0,203,0,345,0,328,72,263,145,204
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670801,590,375,0,0,0,0,5,2,2,307,0,708,0,317,39,252,128,190
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19670901,162,937,0,0,0,2,2,0,0,84,0,161,0,278,-22,227,87,157
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19671001,21,3238,0,0,0,10,4,1,0,175,0,440,8,294,-78,136,22,79
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19671101,0,5712,0,9,0,27,0,0,0,10,0,23,21,150,-150,36,-51,-7
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19671201,0,7442,0,14,7,29,2,0,0,38,25,115,62,106,-300,-12,-102,-57
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680101,0,8728,0,19,11,30,2,0,0,64,178,183,271,50,-294,-49,-148,-99
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680201,0,8017,0,21,10,29,0,0,0,13,76,34,57,56,-239,-45,-142,-93
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680301,0,4506,0,6,0,21,3,2,1,272,25,481,21,283,-128,100,-25,38
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680401,0,2739,0,0,0,10,8,2,0,221,0,746,11,300,-78,155,28,92
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680501,31,2015,0,0,0,1,9,3,0,231,0,952,0,272,-17,171,67,119
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680601,731,360,4,0,0,0,9,6,3,434,0,1722,0,356,56,250,141,195
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680701,1118,57,4,0,0,0,6,4,4,480,0,1641,0,322,100,272,163,217
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680801,1150,166,6,0,0,0,3,0,0,36,0,191,0,356,67,271,158,215
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19680901,161,809,0,0,0,0,8,6,1,508,0,1564,0,294,39,217,105,161
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19681001,104,2553,0,0,0,4,8,4,2,381,0,1427,0,294,-28,153,55,104
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19681101,0,5155,0,3,0,24,2,0,0,48,25,138,125,161,-89,48,-25,11
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19681201,0,8273,0,24,7,29,9,2,0,132,533,562,728,117,-283,-43,-124,-84
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690101,0,9575,0,27,16,31,7,0,0,114,610,523,550,17,-294,-78,-173,-126
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690201,0,7103,0,20,7,27,1,0,0,30,584,79,134,33,-289,-27,-114,-71
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690301,0,7035,0,15,6,29,2,0,0,99,432,230,186,83,-206,4,-92,-44
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690401,0,2606,0,0,0,7,6,1,0,180,76,393,8,228,-28,154,38,96
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690501,406,1160,2,0,0,1,9,0,0,104,0,502,0,350,-6,221,96,159
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690601,254,785,0,0,0,0,6,3,0,229,0,745,0,317,28,216,115,165
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690701,1511,30,3,0,0,0,6,2,0,244,0,752,0,350,78,285,177,231
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690801,1626,0,7,0,0,0,2,1,0,180,0,251,0,356,122,303,168,235
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19690901,419,744,0,0,0,0,2,0,0,71,0,125,0,306,28,234,110,172
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19691001,62,3249,0,0,0,8,6,1,0,175,25,644,61,306,-56,127,34,80
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19691101,0,5229,0,8,0,19,3,0,0,41,51,141,97,200,-167,50,-32,9
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19691201,0,7692,0,25,4,30,7,1,0,132,483,524,846,72,-178,-25,-105,-65
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700101,0,10230,0,28,18,31,2,0,0,28,533,122,249,28,-367,-97,-197,-147
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700201,0,7717,0,19,10,28,0,0,0,18,432,41,110,44,-294,-34,-151,-93
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700301,0,6706,0,15,0,31,3,1,1,302,229,522,218,67,-133,9,-76,-33
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700401,95,3239,1,0,0,8,9,2,1,323,0,903,33,322,-94,132,24,78
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700501,287,1406,2,0,0,0,8,3,1,267,0,1213,0,322,6,200,93,147
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700601,1163,120,5,0,0,0,4,0,0,124,0,322,0,361,94,274,161,218
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700701,1779,19,13,0,0,0,6,3,1,274,0,932,0,350,106,301,178,240
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700801,1232,32,5,0,0,0,4,2,1,279,0,556,0,344,100,281,163,222
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19700901,446,1075,0,0,0,0,9,2,0,140,0,812,0,317,22,217,107,162
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19701001,25,2670,0,0,0,5,9,4,1,363,0,1263,0,294,-11,145,50,98
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19701101,0,5372,0,4,0,21,7,3,1,325,127,971,160,117,-161,42,-34,4
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19701201,0,8049,0,23,8,31,1,0,0,28,102,111,142,111,-250,-31,-123,-77
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710101,0,10065,0,29,20,31,6,0,0,61,330,309,507,17,-278,-96,-187,-142
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710201,0,7452,0,20,8,28,4,2,0,135,508,443,354,56,-306,-39,-128,-83
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710301,0,6359,0,11,0,29,3,1,0,127,152,309,178,194,-161,18,-62,-22
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710401,9,3004,0,1,0,9,4,0,0,117,25,283,48,261,-83,150,17,83
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710501,29,1671,0,0,0,1,7,2,1,295,0,798,5,289,0,195,65,130
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710601,1197,106,2,0,0,0,8,3,0,185,0,894,0,356,100,274,165,219
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710701,756,93,1,0,0,0,5,2,1,607,0,1001,0,322,83,266,143,204
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710801,920,133,4,0,0,0,3,1,1,302,0,453,0,361,67,275,141,208
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19710901,566,923,3,0,0,0,5,2,0,234,0,695,0,344,11,230,113,171
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19711001,14,2343,0,0,0,3,9,3,2,564,0,1445,0,244,-17,157,58,108
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19711101,0,5370,0,10,0,25,7,2,0,183,178,678,341,139,-133,40,-32,4
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19711201,0,8019,0,25,6,30,3,0,0,84,279,178,325,17,-233,-35,-116,-76
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720101,0,10239,0,25,19,31,3,0,0,99,406,216,311,28,-339,-95,-200,-147
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720201,0,8779,0,25,13,29,1,0,0,74,406,125,195,28,-311,-68,-171,-120
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720301,0,6630,0,9,3,27,4,0,0,104,483,318,265,117,-239,14,-76,-31
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720401,0,3839,0,0,0,13,4,1,0,180,51,429,203,250,-78,105,5,55
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720501,520,1157,2,0,0,0,6,2,0,150,0,554,0,322,11,223,102,162
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720601,600,417,2,0,0,0,5,4,1,262,0,842,0,333,50,257,121,189
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720701,805,194,2,0,0,0,9,4,2,399,0,1299,0,328,61,255,150,203
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720801,1128,291,5,0,0,0,5,2,0,213,0,631,0,361,72,262,158,210
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19720901,68,1244,0,0,0,1,5,1,0,152,0,498,0,283,-22,201,87,144
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19721001,0,3654,0,0,0,14,5,1,0,157,0,448,0,228,-94,114,16,65
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19721101,0,5453,0,9,0,21,2,1,0,178,0,282,28,144,-106,30,-27,1
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19721201,0,9250,0,27,14,31,4,1,0,203,127,400,388,44,-289,-75,-156,-115
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730101,0,8202,0,18,9,30,2,1,0,155,203,234,295,78,-289,-34,-130,-82
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730201,0,6748,0,18,3,28,3,0,0,89,229,214,288,61,-244,-17,-99,-58
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730301,0,4268,0,0,0,12,5,0,0,91,127,285,10,178,-67,84,7,45
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730401,3,3437,0,1,0,13,6,2,0,173,51,592,51,239,-50,120,17,69
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730501,20,1696,0,0,0,1,7,2,0,188,0,631,0,283,0,186,72,129
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730601,849,84,4,0,0,0,3,0,0,117,0,269,0,367,83,272,145,209
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730701,1528,8,6,0,0,0,6,3,1,262,0,738,0,350,117,288,176,232
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730801,1476,16,3,0,0,0,7,2,1,279,0,775,0,339,128,280,180,230
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19730901,252,1063,0,0,0,0,6,1,1,259,0,528,0,294,17,204,108,156
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19731001,40,1956,0,0,0,1,3,1,0,208,0,328,0,244,-11,174,68,121
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19731101,0,5116,0,5,0,23,2,1,1,417,0,501,3,172,-100,56,-31,12
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19731201,0,8315,0,25,7,30,5,0,0,51,229,280,455,44,-311,-49,-121,-85
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740101,0,9130,0,20,14,31,1,0,0,28,229,44,64,50,-344,-63,-160,-112
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740201,0,7483,0,18,8,28,6,0,0,46,457,271,401,44,-289,-32,-137,-84
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740301,0,6098,0,6,3,31,4,0,0,81,127,255,195,122,-217,32,-59,-14
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740401,23,3000,0,0,0,12,5,2,0,213,178,615,186,283,-56,141,27,84
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740501,99,1916,0,0,0,1,4,2,0,201,0,528,0,289,-28,179,70,124
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740601,502,403,0,0,0,0,7,4,2,404,0,1323,0,311,50,246,126,186
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740701,2015,0,11,0,0,0,4,0,0,86,0,289,0,383,117,310,186,248
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740801,685,273,1,0,0,0,7,2,1,272,0,698,0,322,44,254,139,196
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19740901,32,1638,0,0,0,4,2,0,0,56,0,148,0,294,-33,196,63,129
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19741001,4,2621,0,0,0,7,5,0,0,122,0,430,0,283,-56,159,38,99
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19741101,0,5212,0,9,0,24,4,0,0,58,25,166,30,167,-100,46,-28,9
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19741201,0,6988,0,17,0,30,1,0,0,33,76,90,154,67,-172,-6,-79,-42
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750101,0,8695,0,26,10,31,8,1,1,287,406,716,694,17,-256,-48,-147,-97
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750201,0,7688,0,25,9,28,2,0,0,74,483,201,230,22,-300,-49,-134,-92
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750301,0,7381,0,18,4,30,5,1,0,152,432,424,466,56,-222,-13,-97,-55
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750401,0,4339,0,3,0,14,6,3,2,564,254,1372,56,156,-128,75,1,38
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750501,361,1061,1,0,0,0,4,2,2,396,0,967,0,328,6,221,100,160
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750601,863,223,1,0,0,0,11,6,3,655,0,2029,0,322,61,253,155,204
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750701,2033,85,15,0,0,0,2,0,0,76,0,148,0,367,94,305,187,246
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750801,1207,43,3,0,0,0,8,3,2,516,0,1252,0,328,100,273,168,221
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19750901,95,1305,0,0,0,0,5,0,0,71,0,332,0,294,17,199,86,143
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19751001,85,2180,0,0,0,5,2,0,0,38,0,68,0,306,-39,182,49,115
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19751101,0,4583,0,9,0,16,6,2,2,511,178,1220,412,233,-139,83,-22,30
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19751201,0,7514,0,20,7,30,2,0,0,122,152,201,143,72,-250,-21,-97,-59
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760101,0,9193,0,23,14,31,4,0,0,58,279,222,325,50,-278,-57,-170,-114
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760201,0,5997,0,7,5,26,4,0,0,46,254,150,129,144,-239,25,-73,-24
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760301,0,5775,0,10,2,22,8,1,0,137,254,720,348,183,-194,51,-57,-3
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760401,79,2269,0,0,0,5,3,0,0,119,0,204,0,283,-33,177,43,110
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760501,70,1117,0,0,0,1,3,1,0,165,0,286,30,294,0,216,82,149
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760601,1201,74,8,0,0,0,10,2,1,368,0,980,0,350,83,287,154,221
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760701,1918,0,11,0,0,0,5,1,0,193,0,623,0,378,111,312,178,245
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760801,1466,30,9,0,0,0,4,1,0,165,0,354,0,367,89,296,162,229
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19760901,387,918,3,0,0,0,4,2,0,132,0,362,0,367,11,235,96,165
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19761001,39,3545,0,0,0,14,2,0,0,56,0,126,59,300,-89,129,11,70
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19761101,0,6110,0,10,3,28,0,0,0,23,0,42,37,161,-211,30,-72,-21
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19761201,0,8855,0,25,15,31,2,0,0,41,102,130,212,67,-306,-47,-158,-103
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770101,0,11137,0,30,26,31,2,0,0,56,279,167,342,6,-356,-120,-232,-176
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770201,0,6568,0,16,3,28,2,1,0,160,229,237,47,106,-239,-3,-101,-52
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770301,0,4721,0,4,0,20,11,0,0,122,229,676,371,200,-133,76,-15,31
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770401,63,2059,0,0,0,7,10,0,0,81,0,469,46,311,-67,179,54,116
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770501,775,435,0,0,0,0,9,1,1,277,0,728,0,317,44,259,129,194
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770601,678,104,2,0,0,0,9,2,0,234,0,908,0,333,94,257,147,202
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770701,1701,0,9,0,0,0,7,2,1,340,0,945,0,378,122,294,182,238
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770801,414,210,0,0,0,0,7,2,1,1849,0,2365,0,317,50,248,131,190
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19770901,102,840,0,0,0,0,10,3,1,305,0,1128,0,294,50,205,111,158
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19771001,0,3076,0,0,0,6,4,2,0,224,0,596,77,222,-22,140,28,84
GHCND:USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT MN US,19771101,0,5685,0,8,4,23,7,0,0,66,229,363,297,161,-267,39,-52,-6
